1726896958,SMScanAndBag,60
1726896962,SMBagAndEAS,15
1726896965,SMScanAndBag,60
1726896972,SMScanAndBag,70
1726896973,SMCustomMessage,70
1726896975,SMScanAndBag,70
1726896980,SMCmDataEntry,81
1726896983,SMBagAndEAS,15
1726896983,SMScanAndBag,70
1726896983,SMBagAndEAS,15
1726896986,SMScanAndBag,60
1726896989,SMCmDataEntry,81
1726896991,SMBagAndEAS,15
1726896994,SMScanAndBag,60
1726896998,SMFinish,60
1726897002,SMCardProcessing,31
1726897018,SMCmDataEntry,81
1726897034,SMTakeCard,1
1726897034,SMTakeReceipt,1
1726897034,SMThankYou,1
1726897153,SMAttract,1
1726897323,SMScanAndBag,27
1726897329,SMCmDataEntry,81
1726897333,SMScanAndBag,70
1726897340,SMBagAndEAS,15
1726897342,SMScanAndBag,60
1726897342,SMScanAndBag,70
1726897348,SMBagAndEAS,15
1726897350,SMScanAndBag,60
1726897351,SMScanAndBag,70
1726897365,SMBagAndEAS,15
1726897369,SMScanAndBag,60
1726897370,SMScanAndBag,70
1726897379,SMBagAndEAS,15
1726897381,SMScanAndBag,60
1726897383,SMScanAndBag,70
1726897390,SMBagAndEAS,15
1726897392,SMScanAndBag,60
1726897394,SMScanAndBag,70
1726897399,SMBagAndEAS,15
1726897401,SMScanAndBag,60
1726897405,SMScanAndBag,70
1726897425,SMBagAndEAS,15
1726897427,SMScanAndBag,60
1726897432,SMScanAndBag,70
1726897442,SMBagAndEAS,15
1726897444,SMScanAndBag,60
1726897446,SMScanAndBag,70
1726897457,SMFinish,60
1726897459,SMCardProcessing,60
1726897465,SMCmDataEntry,81
1726897477,SMTakeCard,1
1726897477,SMTakeReceipt,1
1726897477,SMThankYou,1
1726897507,SMAttract,1
1726897517,SMScanAndBag,27
1726897521,SMBagAndEAS,15
1726897523,SMScanAndBag,60
1726897525,SMScanAndBag,70
1726897532,SMBagAndEAS,15
1726897534,SMScanAndBag,60
1726897538,SMScanAndBag,70
1726897545,SMBagAndEAS,15
1726897547,SMScanAndBag,60
1726897549,SMScanAndBag,70
1726897553,SMBagAndEAS,15
1726897555,SMScanAndBag,60
1726897557,SMScanAndBag,70
1726897562,SMBagAndEAS,15
1726897565,SMScanAndBag,60
1726897567,SMCustomMessage,70
1726897573,SMScanAndBag,70
1726897575,SMBagAndEAS,15
1726897578,SMScanAndBag,60
1726897580,SMScanAndBag,70
1726897589,SMBagAndEAS,15
1726897591,SMScanAndBag,60
1726897593,SMCustomMessage,70
1726897596,SMScanAndBag,70
1726897607,SMBagAndEAS,15
1726897610,SMScanAndBag,60
1726897613,SMBagAndEAS,15
1726897616,SMScanAndBag,60
1726897618,SMScanAndBag,70
1726897628,SMCmDataEntry,81
1726897630,SMBagAndEAS,15
1726897633,SMScanAndBag,60
1726897642,SMFinish,60
1726897643,SMCardProcessing,60
1726897708,SMCmDataEntry,81
1726897720,SMTakeCard,1
1726897720,SMTakeReceipt,1
1726897720,SMThankYou,1
1726897741,SMAttract,1
1726897935,SMBagAndEAS,15
1726897937,SMScanAndBag,60
1726897938,SMFinish,60
1726897939,SMCardProcessing,60
1726897947,SMCmDataEntry,81
1726897957,SMTakeCard,1
1726897957,SMTakeReceipt,1
1726897957,SMThankYou,1
1726897960,SMAttract,1
1726898030,SMBagAndEAS,15
1726898032,SMScanAndBag,60
1726898036,SMCmDataEntry,81
1726898040,SMBagAndEAS,15
1726898040,SMScanAndBag,15
1726898049,SMCmDataEntry,81
1726898053,SMBagAndEAS,15
1726898056,SMScanAndBag,60
1726898061,SMFinish,60
1726898063,SMCardProcessing,60
1726898071,SMCmDataEntry,81
1726898082,SMTakeCard,1
1726898082,SMTakeReceipt,1
1726898082,SMThankYou,1
1726898101,SMAttract,1
1726898670,SMBagAndEAS,15
1726898672,SMScanAndBag,60
1726898673,SMBagAndEAS,15
1726898675,SMScanAndBag,60
1726898677,SMBagAndEAS,15
1726898679,SMScanAndBag,60
1726898683,SMBagAndEAS,15
1726898686,SMScanAndBag,60
1726898713,SMSmAuthorization,60
1726898715,SMSmAssistMenu,60
1726898716,SMRAPDataNeeded,81
1726898716,SMSmDataEntry,81
1726898718,SMRAPDataNeeded,81
1726898718,SMRAPDataNeeded,81
1726898718,SMSmDataEntry,81
1726898726,SMRAPDataNeeded,81
1726898726,SMBagAndEAS,15
1726898726,SMScanAndBag,15
1726898726,SMSmAssistMenu,15
1726898734,SMScanAndBag,60
1726898736,SMFinish,60
1726898738,SMCardProcessing,60
1726898747,SMCmDataEntry,81
1726898754,SMTakeCard,1
1726898754,SMTakeReceipt,1
1726898754,SMThankYou,1
1726898769,SMSecUnExpectedIncrease,1
1726898774,SMThankYou,1
1726898809,SMAttract,1
1726899009,SMScanAndBag,27
1726899014,SMBagAndEAS,15
1726899016,SMScanAndBag,60
1726899017,SMBagAndEAS,15
1726899020,SMScanAndBag,60
1726899022,SMBagAndEAS,15
1726899024,SMScanAndBag,60
1726899026,SMBagAndEAS,15
1726899028,SMScanAndBag,60
1726899030,SMBagAndEAS,15
1726899032,SMScanAndBag,60
1726899034,SMBagAndEAS,15
1726899036,SMScanAndBag,60
1726899038,SMBagAndEAS,15
1726899040,SMScanAndBag,60
1726899042,SMBagAndEAS,15
1726899044,SMScanAndBag,60
1726899054,SMSecUnExpectedIncrease,60
1726899057,SMScanAndBag,60
1726899060,SMBagAndEAS,15
1726899062,SMScanAndBag,60
1726899066,SMBagAndEAS,15
1726899069,SMScanAndBag,60
1726899076,SMBagAndEAS,15
1726899079,SMScanAndBag,60
1726899081,SMCmDataEntry,81
1726899084,SMBagAndEAS,15
1726899088,SMSecMisMatchWeight,60
1726899093,SMBagAndEAS,60
1726899095,SMSecMisMatchWeight,60
1726899114,SMBagAndEAS,60
1726899114,SMScanAndBag,60
1726899115,SMSmAuthorization,60
1726899116,SMSmAssistMenu,60
1726899123,SMScanAndBag,60
1726899126,SMCmDataEntry,81
1726899129,SMBagAndEAS,15
1726899129,SMScanAndBag,70
1726899129,SMBagAndEAS,15
1726899131,SMScanAndBag,60
1726899134,SMCmDataEntry,81
1726899136,SMBagAndEAS,15
1726899136,SMScanAndBag,15
1726899136,SMBagAndEAS,15
1726899136,SMScanAndBag,15
1726899143,SMFinish,60
1726899144,SMCardProcessing,60
1726899152,SMCmDataEntry,81
1726899164,SMTakeCard,1
1726899164,SMTakeReceipt,1
1726899164,SMThankYou,1
1726899212,SMAttract,1
1726899307,SMScanAndBag,27
1726899310,SMBagAndEAS,15
1726899312,SMScanAndBag,60
1726899312,SMFinish,60
1726899314,SMCardProcessing,60
1726899323,SMCmDataEntry,81
1726899329,SMTakeCard,1
1726899329,SMTakeReceipt,1
1726899329,SMThankYou,1
1726899329,SMAttract,1
1726899529,SMBagAndEAS,15
1726899532,SMScanAndBag,60
1726899563,SMBagAndEAS,15
1726899567,SMScanAndBag,60
1726899569,SMFinish,60
1726899571,SMCardProcessing,60
1726899579,SMCmDataEntry,81
1726899597,SMTakeCard,1
1726899597,SMTakeReceipt,1
1726899597,SMThankYou,1
1726899619,SMAttract,70
1726900260,SMBagAndEAS,15
1726900262,SMScanAndBag,60
1726900263,SMBagAndEAS,15
1726900265,SMScanAndBag,60
1726900266,SMBagAndEAS,15
1726900268,SMScanAndBag,60
1726900268,SMFinish,60
1726900269,SMCardProcessing,60
1726900280,SMCmDataEntry,81
1726900286,SMTakeCard,1
1726900286,SMTakeReceipt,1
1726900286,SMThankYou,1
1726900293,SMAttract,1
1726900330,SMScanAndBag,27
1726900335,SMBagAndEAS,15
1726900337,SMScanAndBag,60
1726900349,SMScanAndBag,70
1726900355,SMBagAndEAS,15
1726900357,SMScanAndBag,60
1726900359,SMBagAndEAS,15
1726900362,SMScanAndBag,60
1726900365,SMBagAndEAS,15
1726900367,SMScanAndBag,60
1726900369,SMBagAndEAS,15
1726900372,SMScanAndBag,60
1726900374,SMBagAndEAS,15
1726900382,SMScanAndBag,60
1726900389,SMBagAndEAS,15
1726900402,SMScanAndBag,60
1726900403,SMScanAndBag,70
1726900410,SMBagAndEAS,15
1726900413,SMScanAndBag,60
1726900416,SMScanAndBag,70
1726900419,SMBagAndEAS,15
1726900422,SMScanAndBag,60
1726900430,SMCmDataEntry,81
1726900433,SMBagAndEAS,15
1726900435,SMScanAndBag,60
1726900440,SMBagAndEAS,15
1726900444,SMSecMisMatchWeight,60
1726900480,SMBagAndEAS,60
1726900480,SMScanAndBag,60
1726900482,SMSmAuthorization,60
1726900482,SMSmRestrictedItems,60
1726900484,SMSmAuthorization,60
1726900484,SMScanAndBag,60
1726900485,SMSmAuthorization,60
1726900486,SMSmAssistMenu,60
1726900493,SMScanAndBag,60
1726900498,SMCustomMessage,70
1726900501,SMScanAndBag,70
1726900504,SMCmDataEntry,81
1726900507,SMBagAndEAS,15
1726900508,SMScanAndBag,60
1726900514,SMCmDataEntry,81
1726900515,SMBagAndEAS,15
1726900518,SMScanAndBag,60
1726900522,SMCmDataEntry,81
1726900524,SMBagAndEAS,15
1726900524,SMScanAndBag,70
1726900525,SMBagAndEAS,15
1726900527,SMScanAndBag,60
1726900530,SMScanAndBag,70
1726900534,SMFinish,60
1726900536,SMCardProcessing,60
1726900554,SMCmDataEntry,81
1726900567,SMTakeCard,1
1726900567,SMTakeReceipt,1
1726900567,SMThankYou,1
1726900585,SMSecUnExpectedIncrease,1
1726900611,SMThankYou,1
1726900611,SMAttract,1
1726900732,SMBagAndEAS,15
1726900734,SMScanAndBag,60
1726900735,SMScanAndBag,70
1726900743,SMBagAndEAS,15
1726900746,SMScanAndBag,60
1726900747,SMBagAndEAS,15
1726900748,SMScanAndBag,60
1726900750,SMBagAndEAS,15
1726900752,SMScanAndBag,60
1726900755,SMScanAndBag,70
1726900759,SMBagAndEAS,15
1726900762,SMScanAndBag,60
1726900762,SMBagAndEAS,15
1726900765,SMScanAndBag,60
1726900767,SMFinish,60
1726900769,SMCardProcessing,60
1726900776,SMCmDataEntry,81
1726900788,SMTakeCard,1
1726900788,SMTakeReceipt,1
1726900788,SMThankYou,1
1726900791,SMAttract,1
1726900818,SMScanAndBag,27
1726900822,SMBagAndEAS,15
1726900823,SMScanAndBag,60
1726900826,SMBagAndEAS,15
1726900828,SMScanAndBag,60
1726900830,SMBagAndEAS,15
1726900832,SMScanAndBag,60
1726900834,SMBagAndEAS,15
1726900837,SMScanAndBag,60
1726900837,SMBagAndEAS,15
1726900839,SMScanAndBag,60
1726900841,SMBagAndEAS,15
1726900843,SMScanAndBag,60
1726900844,SMBagAndEAS,15
1726900846,SMScanAndBag,60
1726900847,SMBagAndEAS,15
1726900849,SMScanAndBag,60
1726900851,SMCmDataEntry,81
1726900853,SMBagAndEAS,15
1726900853,SMScanAndBag,15
1726900856,SMBagAndEAS,15
1726900858,SMScanAndBag,60
1726900859,SMCmDataEntry,81
1726900868,SMScanAndBag,70
1726900869,SMFinish,70
1726900870,SMCardProcessing,70
1726900894,SMCmDataEntry,81
1726900905,SMTakeCard,1
1726900905,SMTakeReceipt,1
1726900905,SMThankYou,1
1726900924,SMAttract,1
1726901002,SMScanAndBag,27
1726901007,SMBagAndEAS,15
1726901008,SMScanAndBag,60
1726901011,SMBagAndEAS,15
1726901012,SMScanAndBag,60
1726901014,SMBagAndEAS,15
1726901015,SMScanAndBag,60
1726901016,SMBagAndEAS,15
1726901018,SMScanAndBag,60
1726901020,SMBagAndEAS,15
1726901021,SMScanAndBag,60
1726901025,SMBagAndEAS,15
1726901029,SMScanAndBag,60
1726901030,SMBagAndEAS,15
1726901033,SMScanAndBag,60
1726901035,SMBagAndEAS,15
1726901038,SMScanAndBag,60
1726901043,SMBagAndEAS,15
1726901045,SMScanAndBag,60
1726901047,SMBagAndEAS,15
1726901049,SMScanAndBag,60
1726901052,SMBagAndEAS,15
1726901054,SMScanAndBag,60
1726901056,SMBagAndEAS,15
1726901060,SMScanAndBag,60
1726901061,SMBagAndEAS,15
1726901063,SMScanAndBag,60
1726901064,SMBagAndEAS,15
1726901066,SMScanAndBag,60
1726901068,SMBagAndEAS,15
1726901070,SMScanAndBag,60
1726901072,SMBagAndEAS,15
1726901074,SMScanAndBag,60
1726901076,SMBagAndEAS,15
1726901078,SMScanAndBag,60
1726901079,SMFinish,60
1726901081,SMCardProcessing,60
1726901094,SMCmDataEntry,81
1726901102,SMTakeCard,1
1726901102,SMTakeReceipt,1
1726901102,SMThankYou,1
1726901121,SMSecUnExpectedIncrease,1
1726901137,SMThankYou,1
1726901137,SMAttract,1
1726901395,SMScanAndBag,27
1726901399,SMBagAndEAS,15
1726901401,SMScanAndBag,60
1726901404,SMCmDataEntry,81
1726901408,SMScanAndBag,70
1726901414,SMBagAndEAS,15
1726901417,SMScanAndBag,60
1726901422,SMBagAndEAS,15
1726901425,SMScanAndBag,60
1726901436,SMBagAndEAS,15
1726901438,SMScanAndBag,60
1726901447,SMBagAndEAS,15
1726901450,SMScanAndBag,60
1726901452,SMBagAndEAS,15
1726901454,SMScanAndBag,60
1726901457,SMBagAndEAS,15
1726901459,SMScanAndBag,60
1726901463,SMBagAndEAS,15
1726901466,SMScanAndBag,60
1726901474,SMCmDataEntry,81
1726901519,SMBagAndEAS,15
1726901533,SMScanAndBag,60
1726901547,SMCmDataEntry,81
1726901549,SMBagAndEAS,15
1726901553,SMScanAndBag,60
1726901555,SMBagAndEAS,15
1726901558,SMScanAndBag,60
1726901561,SMFinish,60
1726901564,SMCardProcessing,60
1726901579,SMCmDataEntry,81
1726901593,SMTakeCard,1
1726901593,SMTakeReceipt,1
1726901593,SMThankYou,1
1726901602,SMSecUnExpectedIncrease,70
1726901606,SMThankYou,70
1726901624,SMSecUnExpectedIncrease,70
1726901686,SMThankYou,70
1726901686,SMAttract,70
1726901694,SMBagAndEAS,15
1726901696,SMScanAndBag,60
1726901698,SMBagAndEAS,15
1726901700,SMScanAndBag,60
1726901702,SMFinish,60
1726901703,SMCardProcessing,60
1726901708,SMCmDataEntry,81
1726901719,SMTakeCard,1
1726901719,SMTakeReceipt,1
1726901719,SMThankYou,1
1726901719,SMAttract,1
1726901727,SMBagAndEAS,15
1726901728,SMScanAndBag,60
1726901729,SMBagAndEAS,15
1726901730,SMScanAndBag,60
1726901731,SMBagAndEAS,15
1726901733,SMScanAndBag,60
1726901734,SMBagAndEAS,15
1726901736,SMScanAndBag,60
1726901737,SMBagAndEAS,15
1726901739,SMScanAndBag,60
1726901742,SMFinish,60
1726901744,SMCardProcessing,60
1726901751,SMCmDataEntry,81
1726901759,SMTakeCard,1
1726901759,SMTakeReceipt,1
1726901759,SMThankYou,1
1726901765,SMAttract,1
1726901772,SMBagAndEAS,15
1726901773,SMScanAndBag,60
1726901774,SMBagAndEAS,15
1726901775,SMScanAndBag,60
1726901777,SMBagAndEAS,15
1726901780,SMScanAndBag,60
1726901780,SMFinish,60
1726901781,SMCardProcessing,60
1726901793,SMCmDataEntry,81
1726901800,SMTakeCard,1
1726901800,SMTakeReceipt,1
1726901800,SMThankYou,1
1726901802,SMAttract,1
1726901821,SMBagAndEAS,15
1726901823,SMScanAndBag,60
1726901825,SMBagAndEAS,15
1726901828,SMScanAndBag,60
1726901830,SMBagAndEAS,15
1726901833,SMScanAndBag,60
1726901840,SMScanAndBag,70
1726901840,SMScanAndBag,70
1726901846,SMBagAndEAS,15
1726901848,SMScanAndBag,60
1726901850,SMBagAndEAS,15
1726901853,SMScanAndBag,60
1726901855,SMBagAndEAS,15
1726901857,SMScanAndBag,60
1726901861,SMCmDataEntry,81
1726901864,SMBagAndEAS,15
1726901864,SMScanAndBag,15
1726901868,SMBagAndEAS,15
1726901869,SMScanAndBag,60
1726901872,SMBagAndEAS,15
1726901874,SMScanAndBag,60
1726901876,SMBagAndEAS,15
1726901879,SMScanAndBag,60
1726901882,SMBagAndEAS,15
1726901884,SMScanAndBag,60
1726901885,SMBagAndEAS,15
1726901887,SMScanAndBag,60
1726901889,SMBagAndEAS,15
1726901891,SMScanAndBag,60
1726901895,SMBagAndEAS,15
1726901898,SMScanAndBag,60
1726901900,SMBagAndEAS,15
1726901902,SMScanAndBag,60
1726901904,SMBagAndEAS,15
1726901906,SMScanAndBag,60
1726901908,SMBagAndEAS,15
1726901910,SMScanAndBag,60
1726901911,SMBagAndEAS,15
1726901913,SMScanAndBag,60
1726901915,SMBagAndEAS,15
1726901917,SMScanAndBag,60
1726901918,SMBagAndEAS,15
1726901920,SMScanAndBag,60
1726901923,SMBagAndEAS,15
1726901925,SMScanAndBag,60
1726901927,SMBagAndEAS,15
1726901929,SMScanAndBag,60
1726901931,SMBagAndEAS,15
1726901933,SMScanAndBag,60
1726901934,SMBagAndEAS,15
1726901936,SMScanAndBag,60
1726901938,SMBagAndEAS,15
1726901940,SMScanAndBag,60
1726901943,SMBagAndEAS,15
1726901945,SMScanAndBag,60
1726901950,SMCmDataEntry,81
1726901952,SMBagAndEAS,15
1726901952,SMScanAndBag,15
1726901955,SMBagAndEAS,15
1726901956,SMScanAndBag,60
1726901959,SMBagAndEAS,15
1726901960,SMScanAndBag,60
1726901961,SMBagAndEAS,15
1726901962,SMScanAndBag,60
1726901963,SMBagAndEAS,15
1726901964,SMScanAndBag,60
1726901966,SMCmDataEntry,81
1726901968,SMBagAndEAS,15
1726901968,SMScanAndBag,60
1726901974,SMBagAndEAS,15
1726901976,SMScanAndBag,60
1726901980,SMCmDataEntry,81
1726901982,SMBagAndEAS,15
1726901982,SMScanAndBag,60
1726901987,SMBagAndEAS,15
1726901989,SMScanAndBag,60
1726901991,SMFinish,60
1726901992,SMCardProcessing,31
1726902000,SMCmDataEntry,81
1726902010,SMTakeCard,1
1726902010,SMTakeReceipt,1
1726902010,SMThankYou,1
1726902047,SMAttract,1
1726902063,SMScanAndBag,27
1726902068,SMBagAndEAS,15
1726902068,SMUnknownItem,16
1726902070,SMScanAndBag,60
1726902073,SMBagAndEAS,15
1726902075,SMScanAndBag,60
1726902081,SMBagAndEAS,15
1726902083,SMScanAndBag,60
1726902086,SMBagAndEAS,15
1726902089,SMScanAndBag,60
1726902093,SMBagAndEAS,15
1726902095,SMScanAndBag,60
1726902097,SMBagAndEAS,15
1726902099,SMScanAndBag,60
1726902100,SMBagAndEAS,15
1726902102,SMScanAndBag,60
1726902103,SMBagAndEAS,15
1726902105,SMScanAndBag,60
1726902110,SMBagAndEAS,15
1726902113,SMScanAndBag,60
1726902115,SMFinish,60
1726902120,SMCardProcessing,60
1726902125,SMCmDataEntry,81
1726902137,SMTakeCard,1
1726902137,SMTakeReceipt,1
1726902137,SMThankYou,1
1726902152,SMAttract,1
1726902204,SMBagAndEAS,15
1726902206,SMScanAndBag,60
1726902208,SMBagAndEAS,15
1726902210,SMScanAndBag,60
1726902212,SMBagAndEAS,15
1726902214,SMScanAndBag,60
1726902234,SMFinish,60
1726902239,SMCardProcessing,60
1726902244,SMCmDataEntry,81
1726902260,SMTakeCard,1
1726902260,SMTakeReceipt,1
1726902260,SMThankYou,1
1726902291,SMAttract,70
1726902444,SMScanAndBag,27
1726902449,SMBagAndEAS,15
1726902450,SMScanAndBag,60
1726902453,SMCmDataEntry,81
1726902456,SMBagAndEAS,15
1726902456,SMScanAndBag,15
1726902456,SMBagAndEAS,15
1726902456,SMScanAndBag,15
1726902459,SMBagAndEAS,15
1726902462,SMScanAndBag,60
1726902465,SMCmDataEntry,81
1726902468,SMBagAndEAS,15
1726902468,SMScanAndBag,70
1726902468,SMBagAndEAS,15
1726902468,SMScanAndBag,60
1726902470,SMCmDataEntry,81
1726902471,SMBagAndEAS,15
1726902471,SMScanAndBag,70
1726902471,SMBagAndEAS,15
1726902473,SMScanAndBag,60
1726902481,SMFinish,60
1726902485,SMCardProcessing,60
1726902508,SMCmDataEntry,81
1726902519,SMTakeCard,1
1726902519,SMTakeReceipt,1
1726902519,SMThankYou,1
1726902526,SMSecUnExpectedIncrease,1
1726902541,SMThankYou,1
1726902559,SMAttract,1
1726902568,SMBagAndEAS,15
1726902570,SMScanAndBag,60
1726902572,SMBagAndEAS,15
1726902574,SMScanAndBag,60
1726902576,SMBagAndEAS,15
1726902578,SMScanAndBag,60
1726902581,SMBagAndEAS,15
1726902583,SMScanAndBag,60
1726902585,SMBagAndEAS,15
1726902587,SMScanAndBag,60
1726902589,SMBagAndEAS,15
1726902591,SMScanAndBag,60
1726902593,SMBagAndEAS,15
1726902596,SMScanAndBag,60
1726902602,SMBagAndEAS,15
1726902605,SMScanAndBag,60
1726902607,SMFinish,60
1726902608,SMCardProcessing,60
1726902615,SMCmDataEntry,81
1726902623,SMTakeCard,1
1726902623,SMTakeReceipt,1
1726902623,SMThankYou,1
1726902668,SMAttract,1
1726902678,SMScanAndBag,27
1726902682,SMBagAndEAS,15
1726902685,SMScanAndBag,60
1726902689,SMBagAndEAS,15
1726902691,SMScanAndBag,60
1726902698,SMBagAndEAS,15
1726902702,SMScanAndBag,60
1726902708,SMBagAndEAS,15
1726902710,SMScanAndBag,60
1726902713,SMBagAndEAS,15
1726902715,SMScanAndBag,60
1726902724,SMBagAndEAS,15
1726902725,SMScanAndBag,60
1726902726,SMBagAndEAS,15
1726902728,SMScanAndBag,60
1726902729,SMBagAndEAS,15
1726902731,SMScanAndBag,60
1726902732,SMBagAndEAS,15
1726902734,SMScanAndBag,60
1726902735,SMBagAndEAS,15
1726902737,SMScanAndBag,60
1726902738,SMFinish,60
1726902739,SMCardProcessing,60
1726902755,SMCmDataEntry,81
1726902766,SMTakeCard,1
1726902766,SMTakeReceipt,1
1726902766,SMThankYou,1
1726902779,SMAttract,1
1726902833,SMSelectLanguage,1
1726902834,SMAttract,1
1726902836,SMBagAndEAS,15
1726902838,SMScanAndBag,60
1726902842,SMBagAndEAS,15
1726902845,SMScanAndBag,60
1726902846,SMBagAndEAS,15
1726902848,SMScanAndBag,60
1726902850,SMBagAndEAS,15
1726902852,SMScanAndBag,60
1726902853,SMBagAndEAS,15
1726902856,SMScanAndBag,60
1726902858,SMBagAndEAS,15
1726902861,SMScanAndBag,60
1726902862,SMBagAndEAS,15
1726902864,SMScanAndBag,60
1726902868,SMBagAndEAS,15
1726902871,SMScanAndBag,60
1726902872,SMBagAndEAS,15
1726902874,SMScanAndBag,60
1726902882,SMBagAndEAS,15
1726902885,SMScanAndBag,60
1726902887,SMBagAndEAS,15
1726902889,SMScanAndBag,60
1726902890,SMBagAndEAS,15
1726902891,SMScanAndBag,60
1726902892,SMBagAndEAS,15
1726902895,SMScanAndBag,60
1726902897,SMBagAndEAS,15
1726902899,SMScanAndBag,60
1726902902,SMBagAndEAS,15
1726902904,SMScanAndBag,60
1726902905,SMBagAndEAS,15
1726902907,SMScanAndBag,60
1726902910,SMBagAndEAS,15
1726902912,SMScanAndBag,60
1726902914,SMBagAndEAS,15
1726902916,SMScanAndBag,60
1726902918,SMBagAndEAS,15
1726902920,SMScanAndBag,60
1726902920,SMBagAndEAS,15
1726902922,SMScanAndBag,60
1726902923,SMBagAndEAS,15
1726902924,SMScanAndBag,60
1726902927,SMBagAndEAS,15
1726902929,SMScanAndBag,60
1726902932,SMBagAndEAS,15
1726902934,SMScanAndBag,60
1726902936,SMBagAndEAS,15
1726902938,SMScanAndBag,60
1726902941,SMBagAndEAS,15
1726902943,SMScanAndBag,60
1726902947,SMCmDataEntry,81
1726902953,SMBagAndEAS,15
1726902953,SMScanAndBag,70
1726902953,SMBagAndEAS,15
1726902953,SMScanAndBag,60
1726902964,SMFinish,60
1726902967,SMCardProcessing,31
1726902980,SMCmDataEntry,81
1726902993,SMTakeCard,1
1726902993,SMTakeReceipt,1
1726902993,SMThankYou,1
1726903033,SMSecUnExpectedIncrease,1
